Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style","URL"
"https://calchip.com/wp-content/uploads/2026/01/CHV-Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-CHV0603N250240GCTTR-ND,4713-CHV0603N250240GCT-ND,4713-CHV0603N250240GCTDKR-ND","CHV0603N250240GCT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","HVCAP0603 COG 24PF 2% 250V","3.840","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CHV","Active","24 pF","±2%","250V","C0G, NP0","-55°C ~ 125°C","General Purpose","-","General Purpose","-","Surface Mount","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/CHV0603N250240GCT/22155266"
"https://www.knowlescapacitors.com/getattachment/ac79327c-78b2-4790-b841-4541dcd9a291/High-Power-RF","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2090/0603-%281608-Metric%29-Standard-MLCC.jpg","1608-1256-2-ND,1608-1256-1-ND,1608-1256-6-ND","060322500270FQTLSM","Knowles Syfer","Knowles Syfer","CAP CER 27PF 250V C0G/NP0 0603","3.080","0.46","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","27 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Non-Magnetic","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-","https://www.digikey.be/en/products/detail/knowles-syfer/060322500270FQTLSM/6565206"
"https://datasheets.kyocera-avx.com/C0GNP0-Dielectric.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-10197-2-ND,478-10197-1-ND,478-10197-6-ND","06031A250GAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER 25PF 100V NP0 0603","10.121","0.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","25 pF","±2%","100V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/kyocera-avx/06031A250GAT2A/1598435"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C220G5GACTUTR-ND,399-C0603C220G5GACTUCT-ND,399-C0603C220G5GACTUDKR-ND","C0603C220G5GACTU","KEMET","KEMET","CAP CER 22PF 50V C0G/NP0 0603","8.050","0.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","22 pF","±2%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C220G5GACTU/2200180"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C270G5GACTUTR-ND,399-C0603C270G5GACTUCT-ND,399-C0603C270G5GACTUDKR-ND","C0603C270G5GACTU","KEMET","KEMET","CAP CER 27PF 50V C0G/NP0 0603","388","0.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","27 pF","±2%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C270G5GACTU/2200360"
"https://www.johansondielectrics.com/search/pdf/?s=%22QSCP251Q270G1GV001T%22","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2456/Capacitor%200603%281608%29.jpg","712-QSCP251Q270G1GV001TTR-ND,712-QSCP251Q270G1GV001TCT-ND,712-QSCP251Q270G1GV001TDKR-ND","QSCP251Q270G1GV001T","Johanson Technology Inc.","Johanson Technology Inc.","CAP CER 27PF 250V C0G/NP0 0603","44.472","0.5","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","S","Active","27 pF","±2%","250V","C0G, NP0","-55°C ~ 150°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.062"" L x 0.032"" W (1.57mm x 0.81mm)","-","0.035"" (0.89mm)","-","-","https://www.digikey.be/en/products/detail/johanson-technology-inc/QSCP251Q270G1GV001T/1561616"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C220G1GACTUTR-ND,399-C0603C220G1GACTUCT-ND,399-C0603C220G1GACTUDKR-ND","C0603C220G1GACTU","KEMET","KEMET","CAP CER 22PF 100V C0G/NP0 0603","10.161","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","22 pF","±2%","100V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C220G1GACTU/2200177"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C270G1GACTUTR-ND,399-C0603C270G1GACTUCT-ND,399-C0603C270G1GACTUDKR-ND","C0603C270G1GACTU","KEMET","KEMET","CAP CER 27PF 100V C0G/NP0 0603","1.366","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","27 pF","±2%","100V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C270G1GACTU/2200358"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C240G5GACTUTR-ND,399-C0603C240G5GACTUCT-ND,399-C0603C240G5GACTUDKR-ND","C0603C240G5GACTU","KEMET","KEMET","CAP CER 24PF 50V C0G/NP0 0603","6.036","0.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","24 pF","±2%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C240G5GACTU/2200326"
"https://calchip.com/wp-content/uploads/2026/01/CHV-Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-CHV0603N250300FCTTR-ND,4713-CHV0603N250300FCT-ND,4713-CHV0603N250300FCTDKR-ND","CHV0603N250300FCT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","HVCAP0603 COG 30PF 1% 250V","11.916","0.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CHV","Active","30 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","General Purpose","-","General Purpose","-","Surface Mount","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/CHV0603N250300FCT/22155392"
"https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GQM1875C2E220GB12-01.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5447/490-Ceramic-Capacitor-Tan-Field.jpg","490-11256-2-ND,490-11256-1-ND,490-11256-6-ND","GQM1875C2E220GB12D","Murata Electronics","Murata Electronics","CAP CER 22PF 250V C0G/NP0 0603","14.661","0.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GQM","Active","22 pF","±2%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-","https://www.digikey.be/en/products/detail/murata-electronics/GQM1875C2E220GB12D/2593407"
"https://www.johansondielectrics.com/search/pdf/?s=%22QSCP251Q240G1GV001T%22","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2456/Capacitor%200603%281608%29.jpg","712-QSCP251Q240G1GV001TTR-ND,712-QSCP251Q240G1GV001TCT-ND,712-QSCP251Q240G1GV001TDKR-ND","QSCP251Q240G1GV001T","Johanson Technology Inc.","Johanson Technology Inc.","CAP CER 24PF 250V NP0 0603","0","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","S","Active","24 pF","±2%","250V","C0G, NP0","-55°C ~ 150°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.062"" L x 0.032"" W (1.57mm x 0.81mm)","-","0.035"" (0.89mm)","-","-","https://www.digikey.be/en/products/detail/johanson-technology-inc/QSCP251Q240G1GV001T/4824884"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG270F200NTTR-ND,4713-GMC10CG270F200NTCT-ND,4713-GMC10CG270F200NTDKR-ND","GMC10CG270F200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 27PF 1% 200V","3.995","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","27 pF","±1%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG270F200NT/24634041"
"https://calchip.com/wp-content/uploads/2026/01/CHV-Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5732/MFG_CHV0603N1K0102KXT.jpg","4713-CHV0603N250270FCTTR-ND,4713-CHV0603N250270FCT-ND,4713-CHV0603N250270FCTDKR-ND","CHV0603N250270FCT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","HVCAP0603 COG 27PF 1% 250V","3.950","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CHV","Active","27 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Voltage","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/CHV0603N250270FCT/21854910"
"https://www.vishay.com/docs/45258/vjhifreqseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2905/VJ%20SEries%2C%20HIFREQ%200603%2094mm.jpg","720-VJ0603D220FXPAJTR-ND,720-VJ0603D220FXPAJCT-ND,720-VJ0603D220FXPAJDKR-ND","VJ0603D220FXPAJ","Vishay Vitramon","Vishay Vitramon","CAP CER 22PF 250V C0G/NP0 0603","5.019","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VJ HIFREQ","Active","22 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.94mm)","-","-","https://www.digikey.be/en/products/detail/vishay-vitramon/VJ0603D220FXPAJ/5095548"
"https://www.vishay.com/docs/45258/vjhifreqseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2905/VJ%20SEries%2C%20HIFREQ%200603%2094mm.jpg","720-1934-2-ND,720-1934-1-ND,720-1934-6-ND","VJ0603D270FXBAJ","Vishay Vitramon","Vishay Vitramon","CAP CER 27PF 100V C0G/NP0 0603","7.940","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VJ HIFREQ","Active","27 pF","±1%","100V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.94mm)","-","-","https://www.digikey.be/en/products/detail/vishay-vitramon/VJ0603D270FXBAJ/5095960"
"https://www.vishay.com/docs/45258/vjhifreqseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2905/VJ%20SEries%2C%20HIFREQ%200603%2094mm.jpg","720-VJ0603D300FXBAJTR-ND,720-VJ0603D300FXBAJCT-ND,720-VJ0603D300FXBAJDKR-ND","VJ0603D300FXBAJ","Vishay Vitramon","Vishay Vitramon","CAP CER 30PF 100V C0G/NP0 0603","7.900","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VJ HIFREQ","Active","30 pF","±1%","100V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.94mm)","-","-","https://www.digikey.be/en/products/detail/vishay-vitramon/VJ0603D300FXBAJ/5096614"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG240G200NTTR-ND,4713-GMC10CG240G200NTCT-ND,4713-GMC10CG240G200NTDKR-ND","GMC10CG240G200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 24PF 2% 200V","4.000","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","24 pF","±2%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG240G200NT/24634059"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG300G200NTTR-ND,4713-GMC10CG300G200NTCT-ND,4713-GMC10CG300G200NTDKR-ND","GMC10CG300G200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 30PF 2% 200V","4.000","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","30 pF","±2%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG300G200NT/24709953"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG240F200NTTR-ND,4713-GMC10CG240F200NTCT-ND,4713-GMC10CG240F200NTDKR-ND","GMC10CG240F200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 24PF 1% 200V","3.965","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","24 pF","±1%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG240F200NT/24634043"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG300F200NTTR-ND,4713-GMC10CG300F200NTCT-ND,4713-GMC10CG300F200NTDKR-ND","GMC10CG300F200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 30PF 1% 200V","3.771","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","30 pF","±1%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG300F200NT/24709879"
"https://www.knowlescapacitors.com/getattachment/ac79327c-78b2-4790-b841-4541dcd9a291/High-Power-RF","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2090/0603-%281608-Metric%29-Standard-MLCC.jpg","1608-1255-2-ND,1608-1255-1-ND,1608-1255-6-ND","060321500220FQTLSM","Knowles Syfer","Knowles Syfer","CAP CER 22PF 150V C0G/NP0 0603","787","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","22 pF","±1%","150V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Non-Magnetic","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-","https://www.digikey.be/en/products/detail/knowles-syfer/060321500220FQTLSM/6565205"
"https://www.johansondielectrics.com/search/pdf/?s=%22QSCP251Q300G1GV001T%22","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2456/Capacitor%200603%281608%29.jpg","712-QSCP251Q300G1GV001TTR-ND,712-QSCP251Q300G1GV001TCT-ND,712-QSCP251Q300G1GV001TDKR-ND","QSCP251Q300G1GV001T","Johanson Technology Inc.","Johanson Technology Inc.","CAP CER 30PF 250V C0G/NP0 0603","55.450","0.8","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","S","Active","30 pF","±2%","250V","C0G, NP0","-55°C ~ 150°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.062"" L x 0.032"" W (1.57mm x 0.81mm)","-","0.035"" (0.89mm)","-","-","https://www.digikey.be/en/products/detail/johanson-technology-inc/QSCP251Q300G1GV001T/1561618"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C220F5GACTUTR-ND,399-C0603C220F5GACTUCT-ND,399-C0603C220F5GACTUDKR-ND","C0603C220F5GACTU","KEMET","KEMET","CAP CER 22PF 50V C0G/NP0 0603","10.274","0.81","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","22 pF","±1%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C220F5GACTU/6697178"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C270F5GACTUTR-ND,399-C0603C270F5GACTUCT-ND,399-C0603C270F5GACTUDKR-ND","C0603C270F5GACTU","KEMET","KEMET","CAP CER 27PF 50V C0G/NP0 0603","3.887","0.81","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","27 pF","±1%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C270F5GACTU/2200356"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1003_C0G_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C220C5GACTUTR-ND,399-C0603C220C5GACTUCT-ND,399-C0603C220C5GACTUDKR-ND","C0603C220C5GACTU","KEMET","KEMET","CAP CER 22PF 50V C0G/NP0 0603","2.520","0.81","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Comm C0G","Active","22 pF","±0.25pF","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C220C5GACTU/2200171"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1022_C0G_AUTO_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-20393-2-ND,399-20393-1-ND,399-20393-6-ND","C0603C270F5GACAUTO","KEMET","KEMET","CAP CER 27PF 50V C0G/NP0 0603","15.791","0.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Auto C0G","Active","27 pF","±1%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C270F5GACAUTO/9924870"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1022_C0G_AUTO_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5352/0603-%281608-Metric%29-Ceramic-Capacitor.jpg","399-C0603C220F5GACAUTOTR-ND,399-C0603C220F5GACAUTOCT-ND,399-C0603C220F5GACAUTODKR-ND","C0603C220F5GACAUTO","KEMET","KEMET","CAP CER 22PF 50V C0G/NP0 0603","5.389","0.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMD Auto C0G","Active","22 pF","±1%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-","https://www.digikey.be/en/products/detail/kemet/C0603C220F5GACAUTO/16798146"
"https://calchip.com/wp-content/uploads/2026/04/GMC-Series-1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5781/MFG_Cal-Chip-All-Capacitors.jpg","4713-GMC10CG270G200NTTR-ND,4713-GMC10CG270G200NTCT-ND,4713-GMC10CG270G200NTDKR-ND","GMC10CG270G200NT","Cal-Chip Electronics, Inc.","Cal-Chip Electronics, Inc.","CAP0603 COG 27PF 2% 200V","12.000","0.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GMC","Active","27 pF","±2%","200V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/cal-chip-electronics-inc/GMC10CG270G200NT/24709921"
"https://www.vishay.com/docs/45258/vjhifreqseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2905/VJ%20SEries%2C%20HIFREQ%200603%2094mm.jpg","720-VJ0603D270FXPAJTR-ND,720-VJ0603D270FXPAJCT-ND,720-VJ0603D270FXPAJDKR-ND","VJ0603D270FXPAJ","Vishay Vitramon","Vishay Vitramon","CAP CER 27PF 250V C0G/NP0 0603","1.223","0.83","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VJ HIFREQ","Active","27 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.94mm)","-","-","https://www.digikey.be/en/products/detail/vishay-vitramon/VJ0603D270FXPAJ/5095966"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1030_CBR_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4438/MFG_CBRSeries.jpg","399-8831-2-ND,399-8831-1-ND,399-8831-6-ND","CBR06C270FAGAC","KEMET","KEMET","CAP CER 27PF 250V C0G/NP0 0603","16.965","0.85","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CBR-SMD RF C0G","Active","27 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/kemet/CBR06C270FAGAC/3479696"
"https://yageogroup.com/content/datasheet/asset/file/KEM_C1030_CBR_SMD","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4438/MFG_CBRSeries.jpg","399-8798-2-ND,399-8798-1-ND,399-8798-6-ND","CBR06C240FAGAC","KEMET","KEMET","CAP CER 24PF 250V C0G/NP0 0603","7.870","0.85","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CBR-SMD RF C0G","Active","24 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-","https://www.digikey.be/en/products/detail/kemet/CBR06C240FAGAC/3479667"
