Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate","Ratings","URL"
"https://www.ohmite.com/assets/images/res-tdh35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/TDH35P250RJE.JPG","TDH35P1K00JE-ND","TDH35P1K00JE","Ohmite","Ohmite","RES SMD 1K OHM 5% 35W D2PAK","223","14.25","0","1","Bulk","TDH35","Active","1 kOhms","±5%","35W","Thick Film","Moisture Resistant","±50ppm/°C","-55°C ~ 150°C","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","TO-263 (D2PAK)","0.398"" L x 0.378"" W (10.10mm x 9.60mm)","0.185"" (4.70mm)","2","-","-","https://www.digikey.be/en/products/detail/ohmite/TDH35P1K00JE/824402"
"https://www.vishay.com/docs/52023/chp.pdf","-","716-CHP2512L1001JNTCTR-ND","CHP2512L1001JNTC","Vishay Sfernice","Vishay Sfernice","CHP 2512 200PPM 1K 5% N TR500 E2","0","6.9738","0","100","Tape & Reel (TR)","CHP","Active","1 kOhms","±5%","2W","Thick Film","Moisture Resistant","±200ppm/°C","-55°C ~ 155°C","2512 (6432 Metric)","2512","0.248"" L x 0.130"" W (6.30mm x 3.30mm)","0.025"" (0.63mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-sfernice/CHP2512L1001JNTC/29264859"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JKAKWS-ND","BCR10000JKAKWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +/-100PPM WS","0","6.47112","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JKAKWS/24706538"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JCANKWS-ND","SFM10000JCANKWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 50PPM WS","0","6.2048","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±50ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JCANKWS/24704064"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JRGHWS-ND","BCR10000JRGHWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +0/-250PPM WS","0","6.01268","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","0/ -250ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JRGHWS/24705573"
"https://www.ohmite.com/assets/images/res-tfss.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4100/MFG_TFSSCxxEseries.jpg","273-TFSSF1K00JETR-ND","TFSSF1K00JE","Ohmite","Ohmite","RES 1K OHM 5% 2W SMD","0","5.9792","0","500","Tape & Reel (TR)","TFSS","Active","1 kOhms","±5%","2W","Thick Film","Non-Inductive, Pulse Withstanding","±100ppm/°C","-40°C ~ 155°C","Nonstandard","-","1.024"" L x 0.413"" W (26.00mm x 10.50mm)","0.035"" (0.90mm)","2","-","-","https://www.digikey.be/en/products/detail/ohmite/TFSSF1K00JE/17038661"
"https://www.vishay.com/docs/51058/d2to35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7424/MFG_716%7ETO263%28D2PAK%29%7E%7E2.jpg","716-D2TO035C10000JRE3TR-ND,716-D2TO035C10000JRE3CT-ND,716-D2TO035C10000JRE3DKR-ND","D2TO035C10000JRE3","Vishay Sfernice","Vishay Sfernice","RES SMD TO263","490","5.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","D2TO35","Active","1 kOhms","±5%","35W","Thick Film","Automotive AEC-Q200, Moisture Resistant, Non-Inductive","±150ppm/°C","-55°C ~ 175°C","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","TO-263 (D2PAK)","0.398"" L x 0.346"" W (10.10mm x 8.80mm)","0.189"" (4.80mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-sfernice/D2TO035C10000JRE3/10742930"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JKAHWS-ND","BCR10000JKAHWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +/-100PPM WS","0","5.07824","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JKAHWS/24704346"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JRAHWS-ND","BCR10000JRAHWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +0/-250PPM WS","0","5.07824","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","0/ -250ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JRAHWS/24705430"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JMGHWS-ND","BCR10000JMGHWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +/-250PPM WS","0","5.07824","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±250ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JMGHWS/24707071"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JKGNKWS-ND","SFM10000JKGNKWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 100PPM WS","0","5.0566","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JKGNKWS/24705166"
"https://www.vishay.com/docs/51078/dto35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_716%7ETO252%28DPAK%29%7E%7E2.jpg","716-DTO035C10000JRE3TR-ND,716-DTO035C10000JRE3CT-ND,716-DTO035C10000JRE3DKR-ND","DTO035C10000JRE3","Vishay Sfernice","Vishay Sfernice","DTO 35 C 1K 5% R500 E3","390","5.03","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DTO35","Active","1 kOhms","±5%","35W","Thick Film","Automotive AEC-Q200, Non-Inductive","±150ppm/°C","-55°C ~ 175°C","TO-252-3, DPAK (2 Leads + Tab), SC-63","TO-252 (DPAK)","0.323"" L x 0.287"" W (8.20mm x 7.30mm)","0.122"" (3.10mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-sfernice/DTO035C10000JRE3/26488178"
"https://www.ohmite.com/assets/images/res-tfss.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4100/MFG_TFSSCxxEseries.jpg","273-TFSSE1K00JETR-ND","TFSSE1K00JE","Ohmite","Ohmite","RES 1K OHM 5% 1.5W SMD","0","4.9827","0","500","Tape & Reel (TR)","TFSS","Active","1 kOhms","±5%","1.5W","Thick Film","Non-Inductive, Pulse Withstanding","±100ppm/°C","-40°C ~ 155°C","Nonstandard","-","0.827"" L x 0.413"" W (21.00mm x 10.50mm)","0.035"" (0.90mm)","2","-","-","https://www.digikey.be/en/products/detail/ohmite/TFSSE1K00JE/17038283"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JCANHWS-ND","SFM10000JCANHWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 50PPM WS","0","4.87276","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±50ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JCANHWS/24704065"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JYANHWS-ND","SFM10000JYANHWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% +25/-100PPM WS","0","4.87276","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","-","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JYANHWS/24705617"
"https://www.bourns.com/docs/Product-Datasheets/PWR163.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6330/118%7EDPAK%7E%7E2.jpg","PWR163S-25-1001J-ND","PWR163S-25-1001J","Bourns Inc.","Bourns Inc.","RES SMD 1K OHM 5% 25W DPAK","2.730","4.67","0","1","Tube","PWR163","Active","1 kOhms","±5%","25W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","Non-Standard DPAK","DPAK Style","0.320"" L x 0.324"" W (8.13mm x 8.22mm)","0.125"" (3.17mm)","2","-","-","https://www.digikey.be/en/products/detail/bourns-inc/PWR163S-25-1001J/2416250"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1203/RCP0505B.jpg","RCP0505B1K00JET-ND","RCP0505B1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.4W 0505","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","1.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0505 (1412 Metric)","0505","0.055"" L x 0.050"" W (1.40mm x 1.27mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0505B1K00JET/5788903"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1146/RCP0505W.jpg","RCP0505W1K00JET-ND","RCP0505W1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.4W 0505","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","1.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0505 (1412 Metric)","0505","0.055"" L x 0.050"" W (1.40mm x 1.27mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0505W1K00JET/5789983"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/926/RCP0603B.jpg","RCP0603B1K00JET-ND","RCP0603B1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.5W 0603","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","1.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.023"" (0.58mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0603B1K00JET/5791063"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1262/RCP0603W.jpg","RCP0603W1K00JET-ND","RCP0603W1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.5W 0603","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","1.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.023"" (0.58mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0603W1K00JET/5792143"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1883/RCP1206B.jpg","RCP1206B1K00JET-ND","RCP1206B1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 2.4W 1206","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","2.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.060"" W (3.10mm x 1.52mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP1206B1K00JET/5793223"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1174/RCP1206W.jpg","RCP1206W1K00JET-ND","RCP1206W1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 2.4W 1206","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","2.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.060"" W (3.10mm x 1.52mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP1206W1K00JET/5794302"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1890/RCP2512B.jpg","RCP2512B1K00JET-ND","RCP2512B1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3.5W 2512","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","3.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.124"" W (6.35mm x 3.15mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP2512B1K00JET/5795381"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/710/RCP2512W.jpg","RCP2512W1K00JET-ND","RCP2512W1K00JET","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3.5W 2512","0","4.6405","0","100","Tray","RCP","Active","1 kOhms","±5%","3.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.124"" W (6.35mm x 3.15mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP2512W1K00JET/5796461"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1203/RCP0505B.jpg","RCP0505B1K00JED-ND","RCP0505B1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.4W 0505","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","1.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0505 (1412 Metric)","0505","0.055"" L x 0.050"" W (1.40mm x 1.27mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0505B1K00JED/5788902"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1146/RCP0505W.jpg","RCP0505W1K00JED-ND","RCP0505W1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.4W 0505","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","1.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0505 (1412 Metric)","0505","0.055"" L x 0.050"" W (1.40mm x 1.27mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0505W1K00JED/5789982"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/926/RCP0603B.jpg","RCP0603B1K00JED-ND","RCP0603B1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.5W 0603","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","1.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.023"" (0.58mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0603B1K00JED/5791062"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1262/RCP0603W.jpg","RCP0603W1K00JED-ND","RCP0603W1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1.5W 0603","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","1.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","0.023"" (0.58mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP0603W1K00JED/5792142"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1883/RCP1206B.jpg","RCP1206B1K00JED-ND","RCP1206B1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 2.4W 1206","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","2.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.060"" W (3.10mm x 1.52mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP1206B1K00JED/5793222"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1174/RCP1206W.jpg","RCP1206W1K00JED-ND","RCP1206W1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 2.4W 1206","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","2.4W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.060"" W (3.10mm x 1.52mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP1206W1K00JED/5794301"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1890/RCP2512B.jpg","RCP2512B1K00JED-ND","RCP2512B1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3.5W 2512","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","3.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.124"" W (6.35mm x 3.15mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP2512B1K00JED/5795380"
"https://www.vishay.com/docs/31098/rcp.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/710/RCP2512W.jpg","RCP2512W1K00JED-ND","RCP2512W1K00JED","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3.5W 2512","0","4.3212","0","300","Tape & Reel (TR)","RCP","Active","1 kOhms","±5%","3.5W","Thick Film","Moisture Resistant","±150ppm/°C","-65°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.124"" W (6.35mm x 3.15mm)","0.025"" (0.64mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/RCP2512W1K00JED/5796460"
"https://www.vishay.com/docs/61023/bcr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6356/MFG_BCR.jpg","909-BCR10000JMAHWS-ND","BCR10000JMAHWS","Vishay Electro-Films","Vishay Electro-Films","BCR 5% +/-250PPM WS","0","4.29644","0","250","Tray","BCR","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±250ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/BCR10000JMAHWS/24707041"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JKAGHWS-ND","SFM10000JKAGHWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 100PPM WS","0","4.28552","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JKAGHWS/24704784"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JKGNHWS-ND","SFM10000JKGNHWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 100PPM WS","0","4.28552","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JKGNHWS/24705130"
"https://www.bourns.com/docs/Product-Datasheets/PWR263S-35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6163/118%7ETO263-D2PAK%7E%7E2.jpg","PWR263S-35-1001J-ND","PWR263S-35-1001J","Bourns Inc.","Bourns Inc.","RES SMD 1K OHM 5% 35W D2PAK","1.739","4.12","0","1","Tube","PWR263S-35","Active","1 kOhms","±5%","35W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","TO-263","0.398"" L x 0.409"" W (10.10mm x 10.40mm)","0.177"" (4.50mm)","2","-","-","https://www.digikey.be/en/products/detail/bourns-inc/PWR263S-35-1001J/2620682"
"https://www.ohmite.com/assets/images/res-tfss.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4100/MFG_TFSSCxxEseries.jpg","273-TFSSD1K00JETR-ND","TFSSD1K00JE","Ohmite","Ohmite","RES 1K OHM 5% 1W SMD","0","4.0735","0","500","Tape & Reel (TR)","TFSS","Active","1 kOhms","±5%","1W","Thick Film","Non-Inductive, Pulse Withstanding","±100ppm/°C","-40°C ~ 155°C","Nonstandard","-","0.827"" L x 0.315"" W (21.00mm x 8.00mm)","0.035"" (0.90mm)","2","-","-","https://www.digikey.be/en/products/detail/ohmite/TFSSD1K00JE/17038676"
"https://www.bourns.com/docs/Product-Datasheets/PWR263S-20.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6163/118%7ETO263-D2PAK%7E%7E2.jpg","PWR263S-20-1001J-ND","PWR263S-20-1001J","Bourns Inc.","Bourns Inc.","RES SMD 1K OHM 5% 20W D2PAK","32","3.94","0","1","Tube","PWR263S-20","Active","1 kOhms","±5%","20W","Thick Film","Automotive AEC-Q200, Current Sense, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","TO-263-3, D2PAK (2 Leads + Tab), TO-263AB","TO-263","0.398"" L x 0.409"" W (10.10mm x 10.40mm)","0.192"" (4.88mm)","2","-","-","https://www.digikey.be/en/products/detail/bourns-inc/PWR263S-20-1001J/2044009"
"https://www.vishay.com/docs/61017/sfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2581/SFM%20Series.jpg","909-SFM10000JKANHWS-ND","SFM10000JKANHWS","Vishay Electro-Films","Vishay Electro-Films","SFM 5% 100PPM WS","0","3.36052","0","250","Tray","SFM","Active","1 kOhms","±5%","0.25W, 1/4W","Thin Film","Bonding Mountable, Moisture Resistant","±100ppm/°C","-55°C ~ 150°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFM10000JKANHWS/24705208"
"https://www.vishay.com/docs/61025/sfn.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6358/909_SFN.jpg","909-SFN10000JMGNHWS-ND","SFN10000JMGNHWS","Vishay Electro-Films","Vishay Electro-Films","SFN 5% 250PPM WS","0","3.2938","0","250","Tray","SFN","Active","1 kOhms","±5%","0.125W, 1/8W","Thin Film","Bonding Mountable","±250ppm/°C","-55°C ~ 125°C","0202 (0505 Metric)","0202","0.020"" L x 0.020"" W (0.50mm x 0.50mm)","0.012"" (0.30mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-electro-films/SFN10000JMGNHWS/24705072"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773242&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=6-1676966-9","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3630/MFG_SMF71M5JT.jpg","1712-SMW71K0JTTR-ND,1712-SMW71K0JTCT-ND,1712-SMW71K0JTDKR-ND","SMW71K0JT","TE Connectivity Passive Product","TE Connectivity Passive Product","RES SMD 1K OHM 5% 7W NONSTANDARD","0","3.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SM, CGS","Active","1 kOhms","±5%","7W","Wirewound","Flame Retardant Coating, Safety","±200ppm/°C","-55°C ~ 200°C","Nonstandard","-","0.906"" L x 0.374"" W (23.00mm x 9.50mm)","0.390"" (9.90mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity-passive-product/SMW71K0JT/13532863"
