Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Color","Configuration","Lens Color","Lens Transparency","Millicandela Rating","Lens Style","Lens Size","Voltage - Forward (Vf) (Typ)","Current - Test","Viewing Angle","Mounting Type","Wavelength - Dominant","Wavelength - Peak","Features","Grade","Qualification","Package / Case","Supplier Device Package","Size / Dimension","Height (Max)","URL"
"https://look.ams-osram.com/m/7ebaae268447acbc/original/LS-L29K.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/LS%20L89K-H1J2-1%2CLS%20L29K-H1J2-1.JPG","475-LSL29K-H1J2-1-ZTR-ND,475-LSL29K-H1J2-1-ZCT-ND,475-LSL29K-H1J2-1-ZDKR-ND","LS L29K-H1J2-1-0-2-R18-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED DIFFUSED 0603 SMD","64.990","Obsolete","0","0","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMARTLED® 0603","Obsolete","Red","Standard","Colorless","Diffused","4.95mcd","Rectangle with Flat Top","1.30mm x 0.80mm","1.8V","2mA","160°","Surface Mount","630nm","643nm","-","Automotive","AEC-Q101","0603 (1608 Metric)","0603","1.70mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-L29K-H1J2-1-0-2-R18-Z/810339"
"https://www.rohm.com/datasheet?p=SML-D12U1W&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/993/Rohm-SMLD12.jpg","SML-D12U1WT86TR-ND,SML-D12U1WT86CT-ND,SML-D12U1WT86DKR-ND","SML-D12U1WT86","Rohm Semiconductor","Rohm Semiconductor","LED RED DIFFUSED 1608 SMD","318.286","0.0578","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-D12","Active","Red","Standard","White","Diffused","63mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2.2V","20mA","-","Surface Mount","620nm","-","-","-","-","0603 (1608 Metric)","1608 (0603)","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-D12U1WT86/5843853"
"https://optoelectronics.liteon.com/upload/download/DS-22-99-0151/LTST-C190KRKT.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7211/%7E160%7E0603-%281608-Metric%29%7E.jpg","160-1436-2-ND,160-1436-1-ND,160-1436-6-ND","LTST-C190KRKT","Lite-On Inc.","LITEON","LED RED CLEAR CHIP SMD","740.908","0.0701","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","99mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","-","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.90mm","https://www.digikey.be/en/products/detail/liteon/LTST-C190KRKT/386817"
"https://optoelectronics.liteon.com/upload/download/DS-22-99-0149/LTST-C150KRKT.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7180/%7E160%7E1206-%283216-Metric%29%7E.jpg","160-1405-2-ND,160-1405-1-ND,160-1405-6-ND","LTST-C150KRKT","Lite-On Inc.","LITEON","LED RED CLEAR 1206 SMD","453.700","0.0737","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","54mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","-","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm","https://www.digikey.be/en/products/detail/liteon/LTST-C150KRKT/386761"
"https://www.we-online.com/components/products/datasheet/150080SS75000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3007/WL-SMCW%20Series%200805.jpg","732-4985-2-ND,732-4985-1-ND,732-4985-6-ND","150080SS75000","Würth Elektronik","Würth Elektronik","LED RED CLEAR 0805 SMD","21.739","0.151","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMCW","Active","Red","Standard","Colorless","Clear","60mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.9V","20mA","140°","Surface Mount","630nm","645nm","-","-","-","0805 (2012 Metric)","0805","2.00mm L x 1.25mm W","0.80mm","https://www.digikey.be/en/products/detail/würth-elektronik/150080SS75000/4489921"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APT2012SURCK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/MFG_754_0805-%282012-Metric%29.jpg","754-1133-2-ND,754-1133-1-ND,754-1133-6-ND","APT2012SURCK","Kingbright","Kingbright","LED RED CLEAR CHIP SMD","143.957","0.0946","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","80mcd","Rectangle with Flat Top","1.30mm x 1.25mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","-","-","0805 (2012 Metric)","Chip LED","2.00mm L x 1.25mm W","0.75mm","https://www.digikey.be/en/products/detail/kingbright/APT2012SURCK/1747532"
"https://www.lumex.com/datasheet/files/SML-LXT0805IW-TR.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7165/%7E67%7E0805-%282012-Metric%29%7E.jpg","67-1552-2-ND,67-1552-1-ND,67-1552-6-ND","SML-LXT0805IW-TR","Lumex Opto/Components Inc.","Lumex Opto/Components Inc.","LED RED DIFFUSED SMD","94.255","0.0958","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","11mcd","Rectangle with Flat Top","1.30mm x 1.25mm","2V","20mA","140°","Surface Mount","-","635nm","-","-","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","0.80mm","https://www.digikey.be/en/products/detail/lumex-opto-components-inc/SML-LXT0805IW-TR/304365"
"https://www.sunledusa.com/products/spec/XZMDK68W-2.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4203/MFG_XZMDK68W-2.jpg","1497-1174-2-ND,1497-1174-1-ND,1497-1174-6-ND","XZMDK68W-2","SunLED","SunLED","LED RED CLEAR CHIP SMD","517.644","0.109","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","69mcd","Rectangle with Flat Top","0.80mm x 0.50mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","-","-","0402 (1005 Metric)","Chip LED","1.00mm L x 0.50mm W","0.60mm","https://www.digikey.be/en/products/detail/sunled/XZMDK68W-2/4745956"
"https://s3-us-west-2.amazonaws.com/catsy.557/DIA_Selector_Guide_SMD_060820.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2463/598%20Series%200603%20%281608%20Metric%29.jpg","350-2029-2-ND,350-2029-1-ND,350-2029-6-ND","5988010107F","Dialight","Dialight","LED RED CLEAR 0603 SMD","10.566","0.1116","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","598","Active","Red","Standard","Colorless","Clear","60mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2.1V","20mA","140°","Surface Mount","633nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.70mm","https://www.digikey.be/en/products/detail/dialight/5988010107F/1291263"
"https://www.rohm.com/datasheet?p=SML-D12V8W(C)&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/319/MFG_SML-D12x8%28C%29.jpg","SML-D12V8WT86CTR-ND,SML-D12V8WT86CCT-ND,SML-D12V8WT86CDKR-ND","SML-D12V8WT86C","Rohm Semiconductor","Rohm Semiconductor","LED RED 1608 SMD","20.458","0.1142","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","EXCELED™","Active","Red","Standard","White","-","40mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2.2V","20mA","-","Surface Mount","630nm","-","-","Automotive","AEC-Q102","0603 (1608 Metric)","1608 (0603)","1.60mm L x 0.80mm W","0.65mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-D12V8WT86C/9090423"
"https://www.qt-brightek.com/datasheet/QBLP595 Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7517/MFG_QBLP595-R.jpg","1516-1217-2-ND,1516-1217-1-ND,1516-1217-6-ND","QBLP595-R","QT Brightek (QTB)","QT Brightek (QTB)","LED RED CLEAR 0402 SMD","84.530","0.1219","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP595","Active","Red","Standard","Colorless","Clear","120mcd","Rectangle with Flat Top","0.70mm x 0.50mm","2V","20mA","140°","Surface Mount","620nm","628nm","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.60mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP595-R/6201908"
"https://s3-us-west-2.amazonaws.com/catsy.557/DIA_Selector_Guide_SMD_060820.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/Dialight-0402-%281005-Metric%29.jpg","350-4446-2-ND,350-4446-1-ND,350-4446-6-ND","5988A10107F","Dialight","Dialight","LED RED 635NM 0402 SMD","28.348","0.1394","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","598","Active","Red","-","-","-","65mcd","Rectangle with Flat Top","1.00mm x 0.50mm","1.6V","5mA","-","Surface Mount","635nm","-","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.60mm","https://www.digikey.be/en/products/detail/dialight/5988A10107F/10108962"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APTD2012LSURCK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/534/APTD1608.jpg","754-2044-2-ND,754-2044-1-ND,754-2044-6-ND","APTD2012LSURCK","Kingbright","Kingbright","LED RED CLEAR 2012 SMD","54.850","0.1442","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","150mcd","Round with Domed Top","0.80mm Dia","1.75V","2mA","40°","Surface Mount","630nm","645nm","-","-","-","0805 (2012 Metric)","2012","2.00mm L x 1.25mm W","1.15mm","https://www.digikey.be/en/products/detail/kingbright/APTD2012LSURCK/7043074"
"https://www.lumex.com/datasheet/files/SML-LX0805SRC-TR.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7165/%7E67%7E0805-%282012-Metric%29%7E.jpg","67-2191-2-ND,67-2191-1-ND,67-2191-6-ND","SML-LX0805SRC-TR","Lumex Opto/Components Inc.","Lumex Opto/Components Inc.","LED RED CLEAR SMD","70.320","0.1493","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","25mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.7V","20mA","140°","Surface Mount","-","660nm","-","-","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.20mm","https://www.digikey.be/en/products/detail/lumex-opto-components-inc/SML-LX0805SRC-TR/515789"
"https://www.we-online.com/catalog/datasheet/150040RS73240.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/804/MFG_150040RS73240.jpg","732-11991-2-ND,732-11991-1-ND,732-11991-6-ND","150040RS73240","Würth Elektronik","Würth Elektronik","LED RED CLEAR 0402 SMD","12.514","0.244","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMCC","Active","Red","Standard","Colorless","Clear","100mcd","Rectangle with Flat Top","1.00mm x 0.50mm","2V","20mA","120°","Surface Mount","625nm","630nm","-","-","-","0402 (1005 Metric)","0402 (1005 Metric)","1.00mm L x 0.50mm W","0.50mm","https://www.digikey.be/en/products/detail/würth-elektronik/150040RS73240/8557156"
"https://docs.broadcom.com/docs/AV02-0378EN","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/414/HSMW-CL25.jpg","516-2005-2-ND,516-2005-1-ND,516-2005-6-ND","ASMT-RR45-AQ902","Broadcom Limited","Broadcom Limited","LED RED DIFFUSED 0603 SMD","101.579","0.171","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","120mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","20mA","145°","Surface Mount","622nm","636nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.55mm","https://www.digikey.be/en/products/detail/broadcom-limited/ASMT-RR45-AQ902/1990403"
"https://www.lumex.com/datasheet/files/SML-LX0402SIC-TR.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7165/%7E67%7E0402-%281005-Metric%29%7E.jpg","67-1878-2-ND,67-1878-1-ND,67-1878-6-ND","SML-LX0402SIC-TR","Lumex Opto/Components Inc.","Lumex Opto/Components Inc.","LED RED CLEAR SMD","297.135","0.1781","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","140mcd","Rectangle with Flat Top","0.80mm x 0.50mm","2V","20mA","120°","Surface Mount","-","636nm","-","-","-","0402 (1005 Metric)","-","1.00mm L x 0.50mm W","0.50mm","https://www.digikey.be/en/products/detail/lumex-opto-components-inc/SML-LX0402SIC-TR/469910"
"https://www.sunledusa.com/products/spec/XZMDR155W.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3931/MFG_XZMDR155W.jpg","1497-1296-2-ND,1497-1296-1-ND,1497-1296-6-ND","XZMDR155W","SunLED","SunLED","LED RED CLEAR 2SMD","32.820","0.1856","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","NanoPoint-0201","Active","Red","Standard","Colorless","Clear","34mcd","Rectangle with Flat Top","0.65mm x 0.35mm","2.4V","10mA","135°","Surface Mount","631nm","639nm","-","-","-","2-SMD, No Lead","2-SMD","0.65mm L x 0.35mm W","0.25mm","https://www.digikey.be/en/products/detail/sunled/XZMDR155W/5848466"
"https://www.rohm.com/datasheet?p=SML-P12UT(R)&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/646/SML-P12UTT86.jpg","846-1202-2-ND,846-1202-1-ND,846-1202-6-ND","SML-P12UTT86R","Rohm Semiconductor","Rohm Semiconductor","LED RED CLEAR PICOLED SMD","21.977","0.2015","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","PicoLED™","Active","Red","Standard","Colorless","Clear","85mcd","Square with Flat Top","0.60mm","2V","20mA","-","Surface Mount","620nm","-","-","-","-","0402 (1006 Metric)","PICOLED","1.00mm L x 0.60mm W","0.25mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-P12UTT86R/4862236"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1506/sml-lxfm0603sic-tr.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7165/%7E67%7E0603-%281608-Metric%29%7E.jpg","67-2194-2-ND,67-2194-1-ND,67-2194-6-ND","SML-LXFM0603SIC-TR","Lumex Opto/Components Inc.","Lumex Opto/Components Inc.","LED RED CLEAR 0603 SMD","40.346","0.228","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","150mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","20mA","120°","Surface Mount","-","636nm","-","-","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","1.10mm","https://www.digikey.be/en/products/detail/lumex-opto-components-inc/SML-LXFM0603SIC-TR/411897"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APTD1608SECK-J3-PF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/MFG_APTD1608.jpg","754-1801-2-ND,754-1801-1-ND,754-1801-6-ND","APTD1608SECK/J3-PF","Kingbright","Kingbright","LED RED CLEAR 2SMD","48.425","0.242","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","800mcd","Round with Domed Top","0.70mm Dia","2.2V","20mA","60°","Surface Mount","625nm","640nm","-","-","-","0603 (1608 Metric)","2-SMD","1.60mm L x 0.80mm W","1.10mm","https://www.digikey.be/en/products/detail/kingbright/APTD1608SECK-J3-PF/4753644"
"https://docs.broadcom.com/docs/AV02-0112EN","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2375/FIG%2020%20HIGHLIGHTED%20GREEN%20T052%201579.jpg","516-2230-2-ND,516-2230-1-ND,516-2230-6-ND","HSMC-C191","Broadcom Limited","Broadcom Limited","LED RED DIFFUSED CHIP SMD","44.021","0.2513","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","90mcd","Rectangle with Flat Top","1.00mm x 0.80mm","1.9V","20mA","170°","Surface Mount","626nm","637nm","-","-","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.60mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMC-C191/1235193"
"https://docs.broadcom.com/doc/HSMx-A4xx-xxxxx-SMT-Surface-Mount-LED-Indicator-DS","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/537/HSMC-A401-U80M1.JPG","516-2822-2-ND,516-2822-1-ND,516-2822-6-ND","HSMC-A401-U80M1","Broadcom Limited","Broadcom Limited","LED RED CLEAR 4PLCC SMD","46.614","0.3017","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","980mcd","Round with Flat Top","2.20mm Dia","2.2V","50mA","120°","Surface Mount","626nm","635nm","-","-","-","4-PLCC","4-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMC-A401-U80M1/2672650"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APTD1608SEC-J3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/MFG_APTD1608.jpg","754-1542-2-ND,754-1542-1-ND,754-1542-6-ND","APTD1608SEC/J3","Kingbright","Kingbright","LED RED CLEAR CHIP SMD","44.878","0.3525","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","900mcd","Round with Domed Top","0.70mm Dia","2.2V","20mA","60°","Surface Mount","625nm","640nm","-","-","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","1.10mm","https://www.digikey.be/en/products/detail/kingbright/APTD1608SEC-J3/2514687"
"https://docs.broadcom.com/docs/HSMx-A10x-xxxxx-PLCC-2-SMT-LED-Indicator-DS","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2471/FIG%2026%20HIGHLIGHTED%20ORANGE%20T052%201579.jpg","516-2857-2-ND,516-2857-1-ND,516-2857-6-ND","HSMZ-A100-T00J1","Broadcom Limited","Broadcom Limited","LED RED CLEAR 2PLCC SMD","35.072","0.3506","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","350mcd","Round with Flat Top","2.20mm Dia","2.2V","20mA","120°","Surface Mount","630nm","639nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMZ-A100-T00J1/2220850"
"https://look.ams-osram.com/m/1a7835c3b65b6351/original/LS-Q976-01.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5617/MFG_Lx-Q9xx.o1series.jpg","475-LSQ976.01-N1Q2-1-20-R18TR-ND,475-LSQ976.01-N1Q2-1-20-R18CT-ND,475-LSQ976.01-N1Q2-1-20-R18DKR-ND","LS Q976.01-N1Q2-1-20-R18","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 0603 SMD","11.149","0.0599","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Chip LED 0603","Active","Red","-","Colorless","Clear","70mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","20mA","140°","Surface Mount","633nm","640nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.75mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-Q976-01-N1Q2-1-20-R18/21556498"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/911/LTST-C190EKT.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7211/%7E160%7E0603-%281608-Metric%29%7E.jpg","160-1182-2-ND,160-1182-1-ND,160-1182-6-ND","LTST-C190EKT","Lite-On Inc.","LITEON","LED RED CLEAR CHIP SMD","87.924","0.0644","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","2mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","10mA","130°","Surface Mount","621nm","630nm","-","-","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.90mm","https://www.digikey.be/en/products/detail/liteon/LTST-C190EKT/269229"
"https://look.ams-osram.com/m/176539b7cf5e1ace/original/LS-T67K.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/695/MFG_LT-T673.jpg","475-LST67K-J1L2-1-0-2-R18-ZTR-ND,475-LST67K-J1L2-1-0-2-R18-ZCT-ND,475-LST67K-J1L2-1-0-2-R18-ZDKR-ND","LS T67K-J1L2-1-0-2-R18-Z","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 2PLCC SMD","33.830","0.0939","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TOPLED®","Active","Red","Standard","Colorless","Clear","11.25mcd","Round with Flat Top","2.40mm Dia","1.8V","2mA","120°","Surface Mount","630nm","643nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-T67K-J1L2-1-0-2-R18-Z/1227991"
"https://s3-us-west-2.amazonaws.com/catsy.557/Dialight_CBI_data_599-0603_Apr2018.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG-59900xx007F.jpg","350-4346-2-ND,350-4346-1-ND,350-4346-6-ND","5990010007F","Dialight","Dialight","LED RED 0603 SMD","8.941","0.0958","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","599","Active","Red","Standard","-","-","45mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2.1V","20mA","140°","Surface Mount","633nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.80mm","https://www.digikey.be/en/products/detail/dialight/5990010007F/9385401"
"https://look.ams-osram.com/m/102826b1e6166c39/original/LS-T67F-01.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/695/MFG_LT-T673.jpg","475-LST67F.01-U2AB-1-3A4B-20-R18TR-ND,475-LST67F.01-U2AB-1-3A4B-20-R18CT-ND,475-LST67F.01-U2AB-1-3A4B-20-R18DKR-ND","LS T67F.01-U2AB-1-3A4B-20-R18","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 2PLCC SMD","20.297","0.1108","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TOPLED®","Active","Red","-","Colorless","Clear","1180mcd","Round with Flat Top","2.40mm Dia","2.05V","20mA","120°","Surface Mount","633nm","645nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 1.30mm W","2.10mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LS-T67F-01-U2AB-1-3A4B-20-R18/21575538"
"https://www.sunledusa.com/products/spec/XZMDK54W-8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4025/MFG_XZMDK54W-8.jpg","1497-1431-2-ND,1497-1431-1-ND,1497-1431-6-ND","XZMDK54W-8","SunLED","SunLED","LED RED CLEAR CHIP SMD","30.588","0.1381","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","1640mcd","Round with Domed Top","0.80mm Dia","1.95V","20mA","40°","Surface Mount","630nm","645nm","-","-","-","0805 (2012 Metric)","Chip LED","2.00mm L x 1.25mm W","1.20mm","https://www.digikey.be/en/products/detail/sunled/XZMDK54W-8/8259038"
"https://www.qt-brightek.com/datasheet/QBLP653_series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6152/MFG_QBLP653-R_S_Y_O_AG1_IR.jpg","1516-1094-2-ND,1516-1094-1-ND,1516-1094-6-ND","QBLP653-R","QT Brightek (QTB)","QT Brightek (QTB)","LED RED CLEAR 1208 SMD","18.299","0.1922","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP653","Active","Red","Standard","Colorless","Clear","3850mcd","Round with Domed Top","1.80mm Dia","2V","20mA","15°","Surface Mount","625nm","-","-","-","-","1209 (3224 Metric)","1208","3.20mm L x 2.40mm W","2.60mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP653-R/4814692"
"https://www.we-online.com/components/products/datasheet/150141RS73140.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4092/MFG_150141xS73140.jpg","732-150141RS73140TR-ND,732-150141RS73140CT-ND,732-150141RS73140DKR-ND","150141RS73140","Würth Elektronik","Würth Elektronik","LED RED CLEAR 4PLCC SMD","2.257","0.299","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMTW","Active","Red","-","Colorless","Clear","3000mcd","Round with Flat Top","2.40mm Dia","2.4V","50mA","120°","Surface Mount","620nm","630nm","-","-","-","4-PLCC","4-PLCC","3.20mm L x 2.80mm W","2.05mm","https://www.digikey.be/en/products/detail/würth-elektronik/150141RS73140/13584810"
"https://docs.broadcom.com/docs/HSMx-A10x-xxxxx-PLCC-2-SMT-LED-Indicator-DS","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2471/FIG%2026%20HIGHLIGHTED%20ORANGE%20T052%201579.jpg","516-2821-2-ND,516-2821-1-ND,516-2821-6-ND","HSMC-A100-R00J1","Broadcom Limited","Broadcom Limited","LED RED CLEAR 2PLCC SMD","14.333","0.2107","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","140mcd","Round with Flat Top","2.20mm Dia","1.9V","20mA","120°","Surface Mount","626nm","635nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMC-A100-R00J1/2220745"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/819/1111C_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/404_0603%20%281608%20metric%29%20Pkg.jpg","404-1006-2-ND,404-1006-1-ND,404-1006-6-ND","FR1111C-TR","Stanley Electric Co","Stanley Electric Co","LED RED DIFFUSED 1608 SMD","14.274","0.2139","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","1111C","Active","Red","Standard","White","Diffused","50mcd","Rectangle with Flat Top","1.10mm x 0.80mm","1.9V","20mA","140°, 150°","Surface Mount","626nm","635nm","-","-","-","0603 (1608 Metric)","1608","1.60mm L x 0.80mm W","0.80mm","https://www.digikey.be/en/products/detail/stanley-electric-co/FR1111C-TR/428744"
